X,Y,Z_Plane,Temperature_3D,Temperature_2D,Temp_Difference
0.1,0.05,Mid,325.448,341.632,-16.184
0.095,0.05,Mid,325.69,341.651,-15.961
0.1,0.055,Mid,324.817,341.592,-16.775
0.095,0.055,Mid,325.053,341.611,-16.558
0.1,0.06,Mid,324.234,341.554,-17.32
0.095,0.06,Mid,324.464,341.574,-17.11
0.1,0.065,Mid,323.697,341.518,-17.821
0.095,0.065,Mid,323.923,341.538,-17.615
0.1,0.07,Mid,323.207,341.484,-18.277
0.095,0.07,Mid,323.427,341.504,-18.077
0.1,0.075,Mid,322.761,341.453,-18.692
0.095,0.075,Mid,322.977,341.472,-18.495
0.1,0.08,Mid,322.359,341.423,-19.064
0.095,0.08,Mid,322.572,341.443,-18.871
0.1,0.085,Mid,322.001,341.396,-19.395
0.095,0.085,Mid,322.21,341.415,-19.205
0.1,0.09,Mid,321.685,341.37,-19.685
0.095,0.09,Mid,321.892,341.389,-19.497
0.1,0.095,Mid,321.411,341.347,-19.936
0.095,0.095,Mid,321.615,341.366,-19.751
0.1,0.1,Mid,321.285,341.335,-20.05
0.095,0.1,Mid,321.381,341.345,-19.964
0.09,-5.20E-34,Mid,334.126,342.182,-8.056
0.09,0.005,Mid,335.342,342.121,-6.779
0.09,0.01,Mid,332.975,342.063,-9.088
0.09,0.015,Mid,331.889,342.006,-10.117
0.09,0.02,Mid,330.864,341.952,-11.088
0.09,0.025,Mid,329.899,341.9,-12.001
0.09,0.03,Mid,328.992,341.849,-12.857
0.09,0.035,Mid,328.14,341.801,-13.661
0.09,0.04,Mid,327.344,341.755,-14.411
0.09,0.045,Mid,326.599,341.711,-15.112
0.09,0.05,Mid,325.907,341.669,-15.762
0.09,0.055,Mid,325.264,341.629,-16.365
0.09,0.06,Mid,324.671,341.591,-16.92
0.09,0.065,Mid,324.125,341.555,-17.43
0.09,0.07,Mid,323.625,341.521,-17.896
0.09,0.075,Mid,323.172,341.49,-18.318
0.09,0.08,Mid,322.763,341.46,-18.697
0.09,0.085,Mid,322.398,341.432,-19.034
0.09,0.09,Mid,322.077,341.407,-19.33
0.09,0.095,Mid,321.798,341.383,-19.585
0.09,0.1,Mid,321.561,341.362,-19.801
0.085,-4.91E-34,Mid,334.363,342.198,-7.835
0.085,0.005,Mid,335.58,342.137,-6.557
0.085,0.01,Mid,333.209,342.078,-8.869
0.085,0.015,Mid,332.118,342.022,-9.904
0.085,0.02,Mid,331.088,341.967,-10.879
0.085,0.025,Mid,330.117,341.915,-11.798
0.085,0.03,Mid,329.204,341.865,-12.661
0.085,0.035,Mid,328.347,341.816,-13.469
0.085,0.04,Mid,327.545,341.77,-14.225
0.085,0.045,Mid,326.796,341.726,-14.93
0.085,0.05,Mid,326.098,341.684,-15.586
0.085,0.055,Mid,325.451,341.644,-16.193
0.085,0.06,Mid,324.853,341.606,-16.753
0.085,0.065,Mid,324.303,341.571,-17.268
0.085,0.07,Mid,323.8,341.537,-17.737
0.085,0.075,Mid,323.343,341.505,-18.162
0.085,0.08,Mid,322.932,341.475,-18.543
0.085,0.085,Mid,322.564,341.448,-18.884
0.085,0.09,Mid,322.24,341.422,-19.182
0.085,0.095,Mid,321.96,341.399,-19.439
0.085,0.1,Mid,321.721,341.377,-19.656
0.08,-4.62E-34,Mid,334.564,342.211,-7.647
0.08,0.005,Mid,335.783,342.151,-6.368
0.08,0.01,Mid,333.408,342.092,-8.684
0.08,0.015,Mid,332.314,342.035,-9.721
0.08,0.02,Mid,331.28,341.981,-10.701
0.08,0.025,Mid,330.305,341.928,-11.623
0.08,0.03,Mid,329.387,341.878,-12.491
0.08,0.035,Mid,328.526,341.83,-13.304
0.08,0.04,Mid,327.719,341.784,-14.065
0.08,0.045,Mid,326.966,341.74,-14.774
0.08,0.05,Mid,326.264,341.698,-15.434
0.08,0.055,Mid,325.613,341.658,-16.045
0.08,0.06,Mid,325.012,341.62,-16.608
0.08,0.065,Mid,324.458,341.584,-17.126
0.08,0.07,Mid,323.952,341.55,-17.598
0.08,0.075,Mid,323.493,341.518,-18.025
0.08,0.08,Mid,323.078,341.489,-18.411
0.08,0.085,Mid,322.708,341.461,-18.753
0.08,0.09,Mid,322.382,341.435,-19.053
0.08,0.095,Mid,322.1,341.412,-19.312
0.08,0.1,Mid,321.86,341.39,-19.53
0.075,-4.33E-34,Mid,335.952,342.223,-6.271
0.075,0.005,Mid,334.733,342.162,-7.429
0.075,0.01,Mid,333.575,342.103,-8.528
0.075,0.015,Mid,332.478,342.047,-9.569
0.075,0.02,Mid,331.441,341.992,-10.551
0.075,0.025,Mid,330.463,341.94,-11.477
0.075,0.03,Mid,329.542,341.89,-12.348
0.075,0.035,Mid,328.677,341.841,-13.164
0.075,0.04,Mid,327.867,341.795,-13.928
0.075,0.045,Mid,327.11,341.751,-14.641
0.075,0.05,Mid,326.405,341.709,-15.304
0.075,0.055,Mid,325.751,341.669,-15.918
0.075,0.06,Mid,325.146,341.631,-16.485
0.075,0.065,Mid,324.59,341.595,-17.005
0.075,0.07,Mid,324.081,341.561,-17.48
0.075,0.075,Mid,323.619,341.53,-17.911
0.075,0.08,Mid,323.202,341.5,-18.298
0.075,0.085,Mid,322.831,341.472,-18.641
0.075,0.09,Mid,322.503,341.447,-18.944
0.075,0.095,Mid,322.219,341.423,-19.204
0.075,0.1,Mid,321.978,341.402,-19.424
0.07,-4.04E-34,Mid,336.089,342.232,-6.143
0.07,0.005,Mid,334.87,342.171,-7.301
0.07,0.01,Mid,333.711,342.113,-8.402
0.07,0.015,Mid,332.612,342.056,-9.444
0.07,0.02,Mid,331.573,342.002,-10.429
0.07,0.025,Mid,330.592,341.949,-11.357
0.07,0.03,Mid,329.668,341.899,-12.231
0.07,0.035,Mid,328.8,341.851,-13.051
0.07,0.04,Mid,327.987,341.804,-13.817
0.07,0.045,Mid,327.227,341.76,-14.533
0.07,0.05,Mid,326.52,341.718,-15.198
0.07,0.055,Mid,325.863,341.678,-15.815
0.07,0.06,Mid,325.256,341.64,-16.384
0.07,0.065,Mid,324.697,341.604,-16.907
0.07,0.07,Mid,324.187,341.571,-17.384
0.07,0.075,Mid,323.722,341.539,-17.817
0.07,0.08,Mid,323.304,341.509,-18.205
0.07,0.085,Mid,322.931,341.482,-18.551
0.07,0.09,Mid,322.602,341.456,-18.854
0.07,0.095,Mid,322.316,341.432,-19.116
0.07,0.1,Mid,322.074,341.411,-19.337
0.065,-3.76E-34,Mid,336.195,342.239,-6.044
0.065,0.005,Mid,334.975,342.178,-7.203
0.065,0.01,Mid,333.815,342.12,-8.305
0.065,0.015,Mid,332.715,342.063,-9.348
0.065,0.02,Mid,331.675,342.009,-10.334
0.065,0.025,Mid,330.692,341.956,-11.264
0.065,0.03,Mid,329.766,341.906,-12.14
0.065,0.035,Mid,328.896,341.858,-12.962
0.065,0.04,Mid,328.081,341.812,-13.731
0.065,0.045,Mid,327.319,341.767,-14.448
0.065,0.05,Mid,326.609,341.725,-15.116
0.065,0.055,Mid,325.95,341.685,-15.735
0.065,0.06,Mid,325.341,341.647,-16.306
0.065,0.065,Mid,324.781,341.612,-16.831
0.065,0.07,Mid,324.269,341.578,-17.309
0.065,0.075,Mid,323.803,341.546,-17.743
0.065,0.08,Mid,323.383,341.516,-18.133
0.065,0.085,Mid,323.009,341.489,-18.48
0.065,0.09,Mid,322.679,341.463,-18.784
0.065,0.095,Mid,322.392,341.44,-19.048
0.065,0.1,Mid,322.149,341.418,-19.269
0.06,-3.47E-34,Mid,336.27,342.244,-5.974
0.06,0.005,Mid,335.05,342.184,-7.134
0.06,0.01,Mid,333.89,342.125,-8.235
0.06,0.015,Mid,332.789,342.068,-9.279
0.06,0.02,Mid,331.747,342.014,-10.267
0.06,0.025,Mid,330.763,341.962,-11.199
0.06,0.03,Mid,329.836,341.911,-12.075
0.06,0.035,Mid,328.964,341.863,-12.899
0.06,0.04,Mid,328.148,341.817,-13.669
0.06,0.045,Mid,327.384,341.773,-14.389
0.06,0.05,Mid,326.673,341.731,-15.058
0.06,0.055,Mid,326.013,341.691,-15.678
0.06,0.06,Mid,325.402,341.653,-16.251
0.06,0.065,Mid,324.841,341.617,-16.776
0.06,0.07,Mid,324.327,341.583,-17.256
0.06,0.075,Mid,323.861,341.551,-17.69
0.06,0.08,Mid,323.44,341.521,-18.081
0.06,0.085,Mid,323.064,341.494,-18.43
0.06,0.09,Mid,322.734,341.468,-18.734
0.06,0.095,Mid,322.447,341.445,-18.998
0.06,0.1,Mid,322.203,341.423,-19.22
0.055,-3.18E-34,Mid,336.315,342.247,-5.932
0.055,0.005,Mid,335.095,342.187,-7.092
0.055,0.01,Mid,333.934,342.128,-8.194
0.055,0.015,Mid,332.833,342.072,-9.239
0.055,0.02,Mid,331.79,342.017,-10.227
0.055,0.025,Mid,330.806,341.965,-11.159
0.055,0.03,Mid,329.878,341.914,-12.036
0.055,0.035,Mid,329.005,341.866,-12.861
0.055,0.04,Mid,328.188,341.82,-13.632
0.055,0.045,Mid,327.423,341.776,-14.353
0.055,0.05,Mid,326.711,341.734,-15.023
0.055,0.055,Mid,326.05,341.694,-15.644
0.055,0.06,Mid,325.439,341.656,-16.217
0.055,0.065,Mid,324.877,341.62,-16.743
0.055,0.07,Mid,324.363,341.586,-17.223
0.055,0.075,Mid,323.895,341.554,-17.659
0.055,0.08,Mid,323.474,341.525,-18.051
0.055,0.085,Mid,323.098,341.497,-18.399
0.055,0.09,Mid,322.767,341.471,-18.704
0.055,0.095,Mid,322.479,341.448,-18.969
0.055,0.1,Mid,322.235,341.426,-19.191
0.05,-2.89E-34,Mid,336.33,342.249,-5.919
0.05,0.005,Mid,335.11,342.188,-7.078
0.05,0.01,Mid,333.949,342.129,-8.18
0.05,0.015,Mid,332.848,342.073,-9.225
0.05,0.02,Mid,331.805,342.018,-10.213
0.05,0.025,Mid,330.82,341.966,-11.146
0.05,0.03,Mid,329.892,341.915,-12.023
0.05,0.035,Mid,329.019,341.867,-12.848
0.05,0.04,Mid,328.201,341.821,-13.62
0.05,0.045,Mid,327.436,341.777,-14.341
0.05,0.05,Mid,326.724,341.735,-15.011
0.05,0.055,Mid,326.063,341.695,-15.632
0.05,0.06,Mid,325.451,341.657,-16.206
0.05,0.065,Mid,324.889,341.621,-16.732
0.05,0.07,Mid,324.374,341.587,-17.213
0.05,0.075,Mid,323.907,341.555,-17.648
0.05,0.08,Mid,323.485,341.526,-18.041
0.05,0.085,Mid,323.109,341.498,-18.389
0.05,0.09,Mid,322.778,341.472,-18.694
0.05,0.095,Mid,322.49,341.449,-18.959
0.05,0.1,Mid,322.246,341.427,-19.181
0.045,-2.60E-34,Mid,336.315,342.247,-5.932
0.045,0.005,Mid,335.095,342.187,-7.092
0.045,0.01,Mid,333.934,342.128,-8.194
0.045,0.015,Mid,332.833,342.072,-9.239
0.045,0.02,Mid,331.79,342.017,-10.227
0.045,0.025,Mid,330.806,341.965,-11.159
0.045,0.03,Mid,329.878,341.914,-12.036
0.045,0.035,Mid,329.005,341.866,-12.861
0.045,0.04,Mid,328.188,341.82,-13.632
0.045,0.045,Mid,327.423,341.776,-14.353
0.045,0.05,Mid,326.711,341.734,-15.023
0.045,0.055,Mid,326.05,341.694,-15.644
0.045,0.06,Mid,325.439,341.656,-16.217
0.045,0.065,Mid,324.877,341.62,-16.743
0.045,0.07,Mid,324.363,341.586,-17.223
0.045,0.075,Mid,323.895,341.554,-17.659
0.045,0.08,Mid,323.474,341.525,-18.051
0.045,0.085,Mid,323.098,341.497,-18.399
0.045,0.09,Mid,322.767,341.471,-18.704
0.045,0.095,Mid,322.479,341.448,-18.969
0.045,0.1,Mid,322.235,341.426,-19.191
0.04,-2.31E-34,Mid,336.27,342.244,-5.974
0.04,0.005,Mid,335.05,342.184,-7.134
0.04,0.01,Mid,333.89,342.125,-8.235
0.04,0.015,Mid,332.789,342.068,-9.279
0.04,0.02,Mid,331.747,342.014,-10.267
0.04,0.025,Mid,330.763,341.962,-11.199
0.04,0.03,Mid,329.836,341.911,-12.075
0.04,0.035,Mid,328.964,341.863,-12.899
0.04,0.04,Mid,328.148,341.817,-13.669
0.04,0.045,Mid,327.384,341.773,-14.389
0.04,0.05,Mid,326.673,341.731,-15.058
0.04,0.055,Mid,326.013,341.691,-15.678
0.04,0.06,Mid,325.402,341.653,-16.251
0.04,0.065,Mid,324.841,341.617,-16.776
0.04,0.07,Mid,324.327,341.583,-17.256
0.04,0.075,Mid,323.861,341.551,-17.69
0.04,0.08,Mid,323.44,341.521,-18.081
0.04,0.085,Mid,323.064,341.494,-18.43
0.04,0.09,Mid,322.734,341.468,-18.734
0.04,0.095,Mid,322.447,341.445,-18.998
0.04,0.1,Mid,322.203,341.423,-19.22
0.035,-2.02E-34,Mid,336.195,342.239,-6.044
0.035,0.005,Mid,334.975,342.178,-7.203
0.035,0.01,Mid,333.815,342.12,-8.305
0.035,0.015,Mid,332.715,342.063,-9.348
0.035,0.02,Mid,331.675,342.009,-10.334
0.035,0.025,Mid,330.692,341.956,-11.264
0.035,0.03,Mid,329.766,341.906,-12.14
0.035,0.035,Mid,328.896,341.858,-12.962
0.035,0.04,Mid,328.081,341.812,-13.731
0.035,0.045,Mid,327.319,341.767,-14.448
0.035,0.05,Mid,326.609,341.725,-15.116
0.035,0.055,Mid,325.95,341.685,-15.735
0.035,0.06,Mid,325.341,341.647,-16.306
0.035,0.065,Mid,324.781,341.612,-16.831
0.035,0.07,Mid,324.269,341.578,-17.309
0.035,0.075,Mid,323.803,341.546,-17.743
0.035,0.08,Mid,323.383,341.516,-18.133
0.035,0.085,Mid,323.009,341.489,-18.48
0.035,0.09,Mid,322.679,341.463,-18.784
0.035,0.095,Mid,322.392,341.44,-19.048
0.035,0.1,Mid,322.149,341.418,-19.269
0.03,-1.73E-34,Mid,336.089,342.232,-6.143
0.03,0.005,Mid,334.87,342.171,-7.301
0.03,0.01,Mid,333.711,342.113,-8.402
0.03,0.015,Mid,332.612,342.056,-9.444
0.03,0.02,Mid,331.573,342.002,-10.429
0.03,0.025,Mid,330.592,341.949,-11.357
0.03,0.03,Mid,329.668,341.899,-12.231
0.03,0.035,Mid,328.8,341.851,-13.051
0.03,0.04,Mid,327.987,341.804,-13.817
0.03,0.045,Mid,327.227,341.76,-14.533
0.03,0.05,Mid,326.52,341.718,-15.198
0.03,0.055,Mid,325.863,341.678,-15.815
0.03,0.06,Mid,325.256,341.64,-16.384
0.03,0.065,Mid,324.697,341.604,-16.907
0.03,0.07,Mid,324.187,341.571,-17.384
0.03,0.075,Mid,323.722,341.539,-17.817
0.03,0.08,Mid,323.304,341.509,-18.205
0.03,0.085,Mid,322.931,341.482,-18.551
0.03,0.09,Mid,322.602,341.456,-18.854
0.03,0.095,Mid,322.316,341.432,-19.116
0.03,0.1,Mid,322.074,341.411,-19.337
0.025,-1.44E-34,Mid,335.952,342.223,-6.271
0.025,0.005,Mid,334.733,342.162,-7.429
0.025,0.01,Mid,333.575,342.103,-8.528
0.025,0.015,Mid,332.478,342.047,-9.569
0.025,0.02,Mid,331.441,341.992,-10.551
0.025,0.025,Mid,330.463,341.94,-11.477
0.025,0.03,Mid,329.542,341.89,-12.348
0.025,0.035,Mid,328.677,341.841,-13.164
0.025,0.04,Mid,327.867,341.795,-13.928
0.025,0.045,Mid,327.11,341.751,-14.641
0.025,0.05,Mid,326.405,341.709,-15.304
0.025,0.055,Mid,325.751,341.669,-15.918
0.025,0.06,Mid,325.146,341.631,-16.485
0.025,0.065,Mid,324.59,341.595,-17.005
0.025,0.07,Mid,324.081,341.561,-17.48
0.025,0.075,Mid,323.619,341.53,-17.911
0.025,0.08,Mid,323.202,341.5,-18.298
0.025,0.085,Mid,322.831,341.472,-18.641
0.025,0.09,Mid,322.503,341.447,-18.944
0.025,0.095,Mid,322.219,341.423,-19.204
0.025,0.1,Mid,321.978,341.402,-19.424
0.02,0.005,Mid,335.783,342.151,-6.368
0.02,-1.16E-34,Mid,334.564,342.211,-7.647
0.02,0.01,Mid,333.408,342.092,-8.684
0.02,0.015,Mid,332.314,342.035,-9.721
0.02,0.02,Mid,331.28,341.981,-10.701
0.02,0.025,Mid,330.305,341.928,-11.623
0.02,0.03,Mid,329.387,341.878,-12.491
0.02,0.035,Mid,328.526,341.83,-13.304
0.02,0.04,Mid,327.719,341.784,-14.065
0.02,0.045,Mid,326.966,341.74,-14.774
0.02,0.05,Mid,326.264,341.698,-15.434
0.02,0.055,Mid,325.613,341.658,-16.045
0.02,0.06,Mid,325.012,341.62,-16.608
0.02,0.065,Mid,324.458,341.584,-17.126
0.02,0.07,Mid,323.952,341.55,-17.598
0.02,0.075,Mid,323.493,341.518,-18.025
0.02,0.08,Mid,323.078,341.489,-18.411
0.02,0.085,Mid,322.708,341.461,-18.753
0.02,0.09,Mid,322.382,341.435,-19.053
0.02,0.095,Mid,322.1,341.412,-19.312
0.02,0.1,Mid,321.86,341.39,-19.53
0.015,0.005,Mid,335.58,342.137,-6.557
0.015,-8.67E-35,Mid,334.363,342.198,-7.835
0.015,0.01,Mid,333.209,342.078,-8.869
0.015,0.015,Mid,332.118,342.022,-9.904
0.015,0.02,Mid,331.088,341.967,-10.879
0.015,0.025,Mid,330.117,341.915,-11.798
0.015,0.03,Mid,329.204,341.865,-12.661
0.015,0.035,Mid,328.347,341.816,-13.469
0.015,0.04,Mid,327.545,341.77,-14.225
0.015,0.045,Mid,326.796,341.726,-14.93
0.015,0.05,Mid,326.098,341.684,-15.586
0.015,0.055,Mid,325.451,341.644,-16.193
0.015,0.06,Mid,324.853,341.606,-16.753
0.015,0.065,Mid,324.303,341.571,-17.268
0.015,0.07,Mid,323.8,341.537,-17.737
0.015,0.075,Mid,323.343,341.505,-18.162
0.015,0.08,Mid,322.932,341.475,-18.543
0.015,0.085,Mid,322.564,341.448,-18.884
0.015,0.09,Mid,322.24,341.422,-19.182
0.015,0.095,Mid,321.96,341.399,-19.439
0.015,0.1,Mid,321.721,341.377,-19.656
0.01,0.005,Mid,335.342,342.121,-6.779
0.01,-5.78E-35,Mid,334.126,342.182,-8.056
0.01,0.01,Mid,332.975,342.063,-9.088
0.01,0.015,Mid,331.889,342.006,-10.117
0.01,0.02,Mid,330.864,341.952,-11.088
0.01,0.025,Mid,329.899,341.9,-12.001
0.01,0.03,Mid,328.992,341.849,-12.857
0.01,0.035,Mid,328.14,341.801,-13.661
0.01,0.04,Mid,327.344,341.755,-14.411
0.01,0.045,Mid,326.6,341.711,-15.111
0.01,0.05,Mid,325.907,341.669,-15.762
0.01,0.055,Mid,325.264,341.629,-16.365
0.01,0.06,Mid,324.671,341.591,-16.92
0.01,0.065,Mid,324.125,341.555,-17.43
0.01,0.07,Mid,323.625,341.521,-17.896
0.01,0.075,Mid,323.172,341.49,-18.318
0.01,0.08,Mid,322.763,341.46,-18.697
0.01,0.085,Mid,322.398,341.432,-19.034
0.01,0.09,Mid,322.077,341.407,-19.33
0.01,0.095,Mid,321.798,341.383,-19.585
0.01,0.1,Mid,321.561,341.362,-19.801
0.005,0.005,Mid,335.066,342.104,-7.038
0.005,-2.89E-35,Mid,333.852,342.165,-8.313
0.005,0.01,Mid,332.707,342.045,-9.338
0.005,0.015,Mid,331.627,341.989,-10.362
0.005,0.02,Mid,330.609,341.934,-11.325
0.005,0.025,Mid,329.651,341.882,-12.231
0.005,0.03,Mid,328.75,341.832,-13.082
0.005,0.035,Mid,327.906,341.783,-13.877
0.005,0.04,Mid,327.115,341.737,-14.622
0.005,0.045,Mid,326.377,341.693,-15.316
0.005,0.05,Mid,325.69,341.651,-15.961
0.005,0.055,Mid,325.053,341.611,-16.558
0.005,0.06,Mid,324.464,341.574,-17.11
0.005,0.065,Mid,323.923,341.538,-17.615
0.005,0.07,Mid,323.427,341.504,-18.077
0.005,0.075,Mid,322.977,341.472,-18.495
0.005,0.08,Mid,322.572,341.443,-18.871
0.005,0.085,Mid,322.21,341.415,-19.205
0.005,0.09,Mid,321.892,341.389,-19.497
0.005,0.095,Mid,321.615,341.366,-19.751
0.005,0.1,Mid,321.381,341.345,-19.964
-5.51E-19,0,Mid,333.538,342.135,-8.597
0,0.005,Mid,334.521,342.084,-7.563
-1.10E-18,0.01,Mid,332.402,342.026,-9.624
-1.65E-18,0.015,Mid,331.331,341.969,-10.638
-2.20E-18,0.02,Mid,330.322,341.915,-11.593
-2.76E-18,0.025,Mid,329.372,341.862,-12.49
-3.31E-18,0.03,Mid,328.48,341.812,-13.332
-3.86E-18,0.035,Mid,327.643,341.764,-14.121
-4.41E-18,0.04,Mid,326.86,341.718,-14.858
-4.96E-18,0.045,Mid,326.129,341.674,-15.545
-5.51E-18,0.05,Mid,325.448,341.632,-16.184
-6.06E-18,0.055,Mid,324.817,341.592,-16.775
-6.61E-18,0.06,Mid,324.234,341.554,-17.32
-7.16E-18,0.065,Mid,323.697,341.518,-17.821
-7.72E-18,0.07,Mid,323.207,341.484,-18.277
-8.27E-18,0.075,Mid,322.761,341.453,-18.692
-8.82E-18,0.08,Mid,322.359,341.423,-19.064
-9.37E-18,0.085,Mid,322.001,341.396,-19.395
-9.92E-18,0.09,Mid,321.685,341.37,-19.685
-1.05E-17,0.095,Mid,321.411,341.347,-19.936
-1.39E-17,0.1,Mid,321.285,341.335,-20.05
